	extended_tweet.full_text	retweet_count	user.screen_name	user.verified	user.followers_count	entities.hashtags	created_at	favorite_count
954	“@randomhouse: We will donate $1 to @RoomtoRead literacy programs for every retweet bit.ly/mVn7iU #RTforLiteracy” please retweet	6	doGOODJamaica	False	5745	[{'text': 'RTforLiteracy', 'indices': [98, 112]}]	Tue Sep 27 23:55:36 +0000 2011	0
955	We’re investing $15,000 in the education of the youth of @RuwwadJo each wish using #IWishSomeoneINeverMet will donate 1 USD!	1	Aramex	True	126821	[{'text': 'IWishSomeoneINeverMet', 'indices': [83, 105]}]	Thu Dec 29 09:55:38 +0000 2011	1
956	Help make a difference this season! For every Like our photo gets, we’ll donate $1 to Feeding America http://t.co/1CPVgKT2	3	CNA_Insurance	False	4962	[]	Wed Dec 28 19:23:22 +0000 2011	0
957	"Just ""liked"" We Day on Facebook. For every 'like' their sponsors will donate $1 to Free the Children. Please RT! http://t.co/WW2EgNFP"	0	richardrogers44	False	632	[]	Thu Dec 29 14:29:41 +0000 2011	0
958	We Day is a one day event where it's sponsors will donate $1 for the cause for every like they get. Www.Facebook.com/WeDay Hit like!	1	AlluringAllerie	False	13	[]	Thu Dec 29 09:39:43 +0000 2011	0
959	How do you teach your kids to be thankful? For each reply, we'll donate $1 to a deserving #charity! http://t.co/jCx8cJKc @horizondairy	4	DagmarBleasdale	False	35663	[{'text': 'charity', 'indices': [90, 98]}]	Thu Dec 29 03:03:01 +0000 2011	0
960	Only 3 days left for our #HolidayTwee! Keep on tweeting, we'll donate $1 to @2harvest for each tweet/retweet! http://t.co/Ggnwy08S	9	space150	False	10827	[{'text': 'HolidayTwee', 'indices': [25, 37]}]	Wed Dec 28 15:23:03 +0000 2011	0
961	We’re investing $15,000 in the education of the youth of @RuwwadJo each wish using #IWishSomeoneINeverMet will donate 1 USD!	5	Aramex	True	126821	[{'text': 'IWishSomeoneINeverMet', 'indices': [83, 105]}]	Wed Dec 28 07:07:31 +0000 2011	1
962	Over £600 raised so far RT: Retweet this! For every RT until Xmas day, we'll donate £2 to help support @ClaireHouse Children's Hospice.	104	LairdAssessors	False	2700	[]	Sat Dec 24 14:46:37 +0000 2011	0
963	How do you teach your kids to be thankful? For each reply, we'll donate $1 to a deserving #charity!... http://t.co/wlAlVcDk	1	DagmarBleasdale	False	35663	[{'text': 'charity', 'indices': [90, 98]}]	Wed Dec 28 22:18:42 +0000 2011	0
964	How do you teach your kids to be thankful? For each reply, we'll donate $1 to a deserving #charity! http://t.co/jCx8cJKc @horizondairy	1	DagmarBleasdale	False	35663	[{'text': 'charity', 'indices': [90, 98]}]	Wed Dec 28 22:17:17 +0000 2011	0
965	Help us help @Philabundance! Like @DunkinPhilly on Facebook before Sunday. Every new like we'll donate $1! http://t.co/fbxj4X7F	1	DunkinPhilly	False	15669	[]	Wed Dec 28 21:59:52 +0000 2011	0
966	"""like"" Bandwidth Advisors on Facebook, we will donate $1 to Childhaven for each like received for the next...: http://t.co/d3W9OMdp"	1	Strata_Core	False	1084	[]	Wed Dec 28 16:40:43 +0000 2011	0
967	RT @givebackamerica: we will donate $1 (to the cause of your choice) per each download of our fundraising toolbar. don't see your cause?...	0	GiveBackAmerica	False	1154	[]	Wed Dec 28 18:30:05 +0000 2011	0
968	"Your pet in 2011. Naughty or Nice?
We'll donate an extra bag of treats for EVERY response. 
That means treats for... http://t.co/tKBqfwYa"	1	ThePongoFund	False	1090	[]	Wed Dec 28 16:33:45 +0000 2011	0
969	Giving back is as easy taking a pledge. We'll donate $1 for every pledge taken to @WITSinSchools! #smallstepspledge http://t.co/Zbl5Gy0X	2	HealthiNation	False	4087	[{'text': 'smallstepspledge', 'indices': [98, 115]}]	Wed Dec 28 15:49:41 +0000 2011	0
970	"""Buck Up"" today and go like our FB page! For every ""Like"" we get, we'll donate $1 to charity! RT if you believe #charity changes our world."	0	ToolboxCreative	False	1409	[{'text': 'charity', 'indices': [112, 120]}]	Wed Dec 28 16:27:35 +0000 2011	0
971	Only 3 days left for our #HolidayTwee! Keep on tweeting, we'll donate $1 to @2harvest for each tweet/retweet! http://t.co/Ggnwy08S	9	space150	False	10827	[{'text': 'HolidayTwee', 'indices': [25, 37]}]	Wed Dec 28 15:23:03 +0000 2011	0
972	Each Dec/Jan issue of #Longevitymag sold,  we'll  donate R1 to #Fite's women empowerment initiative. Enjoy your fav mag & help someone!	2	longevitymag	False	6297	[{'text': 'Longevitymag', 'indices': [22, 35]}, {'text': 'Fite', 'indices': [63, 68]}]	Wed Dec 28 12:39:22 +0000 2011	0
973	Which cause R U passionate about? http://t.co/5PCka34E Vote & we'll donate $1 for each causeboard created! #BroadCause Pls. RT	9	TwitCause	False	456615	[{'text': 'BroadCause', 'indices': [107, 118]}]	Tue Dec 27 20:34:53 +0000 2011	4
974	RT @twitcause: Which cause R U passionate about? http://t.co/7khTdg7G Vote & we'll donate $1 for each causeboard created! #BroadCause	0	fivedirections	False	2376	[{'text': 'BroadCause', 'indices': [122, 133]}]	Wed Dec 28 01:56:44 +0000 2011	0
975	Looking for other ways to help? For every friend you get to LIKE us on FB, we'll donate $.10 to the campaign. #noo2012 http://t.co/bC51CmBr	1	TheNooGuy	False	1017	[{'text': 'noo2012', 'indices': [110, 118]}]	Tue Dec 27 21:53:25 +0000 2011	0
976	It’s ONLY natural to care! For every RT we get, Vita Coco will donate $1 to a Japanese earthquake relief fund.	14703	VitaCoco	True	64248	[]	Fri Mar 11 21:04:11 +0000 2011	126
977	@MainEventTravel will donate $1 to a #Poker free roll prize pool for every new follower we recieve before Midnight GMT New Years Eve!	2	MainEventTravel	False	2599	[{'text': 'Poker', 'indices': [37, 43]}]	Tue Dec 27 19:09:08 +0000 2011	0
978	Operation Goddess 2011 - We will donate gorgeous yoga wear to a woman's shelter every time you buy, until end Nov X http://t.co/BnrtGOrO	2	MarinaJGoddess	False	8613	[]	Fri Oct 28 05:48:46 +0000 2011	0
979	RT #KaPINK Your Facebook Profile Pic is here! For each person who Ka-PINKs their pic, we’ll donate $1 to the @NBCF. http://t.co/zLXw15ML	0	livingsimply69	False	1496	[{'text': 'KaPINK', 'indices': [3, 10]}]	Mon Oct 31 23:00:15 +0000 2011	0
980	RT @vancity_love For every new follower we get on Twitter until the end of October we will donate proceeds to @BC_SPCA. #support	0	KellianeKo	False	679	[{'text': 'support', 'indices': [120, 128]}]	Mon Oct 31 22:56:48 +0000 2011	0
981	RT @SunbeltGranola: For each person who #KaPINK’s their Facebook pic, we’ll donate $1 to the @NBCF! Start Ka-PINKing! http://t.co/zLXw15ML	0	livingsimply69	False	1496	[{'text': 'KaPINK', 'indices': [40, 47]}]	Mon Oct 31 22:56:24 +0000 2011	0
982	Retweet:1 in 6 men will be diagnosed with prostate cancer. Support @Movember, we'll donate $1 for every new FB “Like”. http://t.co/3CVaQa2b	89	TheArtofShaving	True	11379	[]	Fri Oct 28 17:59:56 +0000 2011	1
983	@MilitaryWedding pls help us spread the word - for every new & genuine ad placed on our site during Nov we will donate 50p to @PoppyLegion	3	Myadsere	False	1966	[]	Mon Oct 31 22:13:59 +0000 2011	0
984	acfusa: RT @TasteofKoreaNYC: For every entry received in the @TasteofKoreaNYC #FreeLunch sweepstakes, we'll donate $... http://t.co/Zb4iryRL	0	acf	False	1058	[{'text': 'FreeLunch', 'indices': [78, 88]}]	Mon Oct 31 21:36:50 +0000 2011	0
985	@edtechdigest Why Students Need 21st-Century Skills: http://t.co/weGHaK12. For every follower until Wed. we'll donate $5 to @p21centskills.	1	ENAconnects	False	1994	[]	Mon Oct 31 19:58:18 +0000 2011	0
986	=&gt; We will donate $ from every sale 4 Breast Cancer Research during Oct. Pls visit http://t.co/JgXGDj3q RT PLS!	1	nipplecharms	False	1322	[]	Mon Oct 31 21:06:05 +0000 2011	0
987	=&gt; We will donate $ from every sale 4 Breast Cancer Research during Oct. Pls visit http://t.co/JgXGDj3q RT PLS!	1	nipplecharms	False	1322	[]	Mon Oct 31 21:06:05 +0000 2011	0
988	For every entry received in the @TasteofKoreaNYC #FreeLunch sweepstakes, we'll donate $1 to @acfusa. Enter now: http://t.co/ZPoWbRfb	2	TasteofKoreaNYC	False	1379	[{'text': 'FreeLunch', 'indices': [49, 59]}]	Mon Oct 31 18:15:59 +0000 2011	1
989	RT @SunbeltGranola #KaPINK your Facebook profile pic! For every person who Ka-PINKs, we’ll donate $1 to the @NBCF. http://t.co/0AqJNbIv	0	tannawings	False	4595	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 19:40:15 +0000 2011	0
990	For each person who #KaPINK’s their Facebook profile pic, we’ll donate $1 to the @NBCF! Start Ka-PINKing! RT to win! http://t.co/cJDScUAc	74	SunbeltBakery	False	30608	[{'text': 'KaPINK', 'indices': [20, 27]}]	Sun Oct 30 14:00:58 +0000 2011	0
991	RT @SunbeltGranola: For each person who #KaPINK’s their Facebook pic, we’ll donate $1 to the @NBCF! Start Ka-PINKing! http://t.co/zLXw15ML	0	livingsimply69	False	1496	[{'text': 'KaPINK', 'indices': [40, 47]}]	Mon Oct 31 19:18:17 +0000 2011	0
992	Through the end of November, we will donate $.50 for each lip balm sold to @GrowNYC 's Hurricane Irene relief efforts. http://t.co/bQopDRfD	2	StewartnClaire	False	382	[]	Fri Oct 28 12:40:53 +0000 2011	0
993	RT @SunbeltGranola #KaPINK your Facebook profile pic! For every person who Ka-PINKs, we’ll donate $1 to the @NBCF. http://t.co/DEq3ASiB	0	kzarr	False	5698	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 17:45:09 +0000 2011	0
994	RT @SunbeltGranola: For each person who #KaPINK’s their Facebook pic, we’ll donate $1 to the @NBCF! Start Ka-PINKing! http://t.co/zLXw15ML	0	livingsimply69	False	1496	[{'text': 'KaPINK', 'indices': [40, 47]}]	Mon Oct 31 17:37:13 +0000 2011	0
995	Here you go @schewels furniture ;) We will donate $1 for every new follow (up to 1,000). Please RT http://t.co/jdYCtX15	0	NCDesignOnline	False	920	[]	Mon Oct 31 17:24:44 +0000 2011	0
996	RT @SunbeltGranola #KaPINK your Facebook profile pic! For every person who Ka-PINKs, we’ll donate $1 to the @NBCF. http://t.co/DEq3ASiB	0	kzarr	False	5698	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 17:01:02 +0000 2011	0
997	RT @SunbeltGranola: For each person who #KaPINK’s their Facebook profile pic, we’ll donate $1 to the @NBCF! St… (cont) http://t.co/a5FulkmY	1	SmileItsAnge	False	3854	[{'text': 'KaPINK', 'indices': [40, 47]}]	Mon Oct 31 16:59:26 +0000 2011	0
998	RT @SunbeltGranola: For each person who #KaPINK’s their Facebook profile pic, we’ll donate $1 to the @NBCF! St… (cont) http://t.co/a5FulkmY	1	SmileItsAnge	False	3854	[{'text': 'KaPINK', 'indices': [40, 47]}]	Mon Oct 31 16:59:26 +0000 2011	0
999	"RT: Help us support @Movember! Tomorrow is the last day we will donate $1 for every new FB  page ""Like get. Like us--&gt;http://t.co/3CVaQa2b"	4	TheArtofShaving	True	11379	[]	Sun Oct 30 21:24:17 +0000 2011	0
1000	RT @SunbeltGranola: For each person who #KaPINK’s their Facebook profile pic, we’ll donate $1 to the @NBCF! St… (cont) http://t.co/t38MOMZ8	0	sabronet	False	840	[{'text': 'KaPINK', 'indices': [40, 47]}]	Mon Oct 31 16:42:18 +0000 2011	0
1001	"Happy Halloween!!! Spread the word - For every new ""like"" we will donate $.50 to Trick or Treat for UNICEF!!"	2	HotelVersey	False	5866	[]	Mon Oct 31 15:33:03 +0000 2011	0
1002	RT @SunbeltGranola For each person who #KaPINK’s their FB profile pic, we’ll donate $1 to the @NBCF! Start Ka-PINKing!  http://t.co/DEq3ASiB	0	kzarr	False	5698	[{'text': 'KaPINK', 'indices': [39, 46]}]	Mon Oct 31 15:48:02 +0000 2011	0
1003	"RT @DaysInnChicago Happy Halloween!!! Spread the word - For every new ""like"" we will donate $.50 to Trick or Treat... http://t.co/94AXrTAP"	1	DNM_Chi_Travel	False	74	[]	Mon Oct 31 15:40:25 +0000 2011	0
1004	"RT @DaysInnChicago Happy Halloween!!! Spread the word - For every new ""like"" we will donate $.50 to Trick or Treat... http://t.co/zZbTre6j"	0	DNM_Chicago	False	677	[]	Mon Oct 31 15:40:26 +0000 2011	0
1005	"RT @DaysInnChicago Happy Halloween!!! Spread the word - For every new ""like"" we will donate $.50 to Trick or Treat... http://t.co/94AXrTAP"	1	DNM_Chi_Travel	False	74	[]	Mon Oct 31 15:40:25 +0000 2011	0
1006	"RT @DaysInnChicago: Happy Halloween!!! Spread the word - For every new ""like"" we will donate $.50 to Trick or Treat for UNICEF!!"	0	LPCC09	False	8832	[]	Mon Oct 31 15:34:00 +0000 2011	0
1007	RT @SunbeltGranola: #KaPINK yr Facebook profile pic! 4 every person who Ka-PINKs, we’ll donate $1 2 the @NBCF. http://t.co/r656edut	0	indybaby57	False	571	[{'text': 'KaPINK', 'indices': [20, 27]}]	Mon Oct 31 14:32:37 +0000 2011	0
1008	@SunbeltGranola For each person who #KaPINK’s their Facebook profile pic, we’ll donate $1 to the @NBCF! Start Ka-PINKing! RT to win!	0	SLThrun3	False	813	[{'text': 'KaPINK', 'indices': [36, 43]}]	Mon Oct 31 14:10:07 +0000 2011	0
1009	RT @SunbeltGranola #KaPINK Your Facebook Profile Pic is here! 4 each person who Ka-PINKs pic, we’ll donate $1 @NBCF.	0	mellanhead	False	5128	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 13:40:14 +0000 2011	0
1010	RT @SunbeltGranola #KaPINK your Facebook profile pic! For every person who Ka-PINKs, we’ll donate $1 to the @NBCF. http://t.co/p86XhsTu”	0	ladyboarder9669	False	16630	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 13:40:04 +0000 2011	0
1011	RT @SunbeltGranola #KaPINK your Facebook profile pic! For every person who Ka-PINKs, we’ll donate $1 to the @NBCF. http://t.co/DEq3ASiB	0	kzarr	False	5698	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 13:36:00 +0000 2011	0
1012	RT @SunbeltGranola -#KaPINK Your Fb Pic is here! For each person who Ka-PINKs their pic, we’ll donate $1 to the @NBCF. http://t.co/qzVz28IW	0	denimorse	False	2007	[{'text': 'KaPINK', 'indices': [20, 27]}]	Mon Oct 31 13:11:14 +0000 2011	0
1013	Today is the LAST day!For every new follower we get in the month of Oct we will donate $1 to the Susan G. Komen fund. Follow @nodaezoff ! RT	2	RLGethers	False	1398	[]	Mon Oct 31 12:39:55 +0000 2011	0
1014	RT @SunbeltGranola #KaPINK Facebook Profile Pic! For each person who Ka-PINKs their  pic, we’ll donate $1 to the @NBCF. http://t.co/WRXDzDrf	0	tiramisu8	False	2203	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 12:58:46 +0000 2011	0
1015	RT @SunbeltGranola #KaPINK Your Facebook Profile Pic is here! 4 each person who Ka-PINKs pic, we’ll donate $1 @NBCF. http://t.co/FpDHxfG5	0	cdhabolt	False	1613	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 12:46:33 +0000 2011	0
1016	Today is the LAST day!For every new follower we get in the month of Oct we will donate $1 to the Susan G. Komen fund. Follow @nodaezoff ! RT	2	RLGethers	False	1398	[]	Mon Oct 31 12:39:55 +0000 2011	0
1017	RT @SunbeltGranola: For each person who #KaPINK’s their Facebook profile pic, we’ll donate $1 to the @NBCF! St… (cont) http://t.co/0vvBwTD7	0	finntannermom	False	2645	[{'text': 'KaPINK', 'indices': [40, 47]}]	Mon Oct 31 12:37:35 +0000 2011	0
1018	RT @SunbeltGranola #KaPINK your Facebook profile pic! For every person who Ka-PINKs, we’ll donate $1 to the @NBCF. on.fb.me/pQZi1C	0	tannawings	False	4595	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 10:18:01 +0000 2011	0
1019	RT @SunbeltGranola #KaPINK your Facebook profile pic! For every person who Ka-PINKs, we’ll donate $1 to the @NBCF. http://t.co/0AqJNbIv	0	tannawings	False	4595	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 08:42:28 +0000 2011	0
1020	RT @SunbeltGranola #KaPINK your Facebook profile pic! For every person who Ka-PINKs, we’ll donate $1 to the @NBCF. http://t.co/0AqJNbIv	0	tannawings	False	4595	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 08:34:35 +0000 2011	0
1021	RT @SunbeltGranola Don’t forget to #KaPINK your Facebook pic! For every person who Ka-PINKs, we’ll donate $1 to @NBCF. http://t.co/2fluYEXt	0	lifeonprint	False	11286	[{'text': 'KaPINK', 'indices': [35, 42]}]	Mon Oct 31 06:23:06 +0000 2011	0
1022	For each person who #KaPINK’s their Facebook profile pic, we’ll donate $1 to the @NBCF! Start Ka-PINKing! RT to win!	0	livingsimply69	False	1496	[{'text': 'KaPINK', 'indices': [20, 27]}]	Mon Oct 31 05:42:11 +0000 2011	0
1023	Remember for every new follower in the next 24 hours I will donate $.50 per new follower to breast cancer research. RT so we can raise money	14	Elbrecht16	False	1301	[]	Mon Oct 31 00:36:28 +0000 2011	0
1024	Who inspired you to be who you are? For every post we’ll donate $1 to @Girls_Inc to help inspire the next generation: http://t.co/O6MuogJ5	3	Dove	True	193988	[]	Sun Oct 30 14:30:06 +0000 2011	2
1025	RT @SunbeltGranola #KaPINK your Facebook profile pic! For every person who Ka-PINKs, we’ll donate $1 to the @NBCF. http://t.co/DEq3ASiB	0	kzarr	False	5698	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 03:15:58 +0000 2011	0
1026	RT @SunbeltGranola #KaPINK your Facebook profile pic! For every person who Ka-PINKs, we’ll donate $1 to the @NBCF. http://t.co/0AqJNbIv	0	tannawings	False	4595	[{'text': 'KaPINK', 'indices': [19, 26]}]	Mon Oct 31 02:30:05 +0000 2011	0
1027	RT @SunbeltGranola: For each person who #KaPINK’s their Facebook profile pic, we’ll donate $1 to the @NBCF! St… (cont) http://t.co/65K3kTT2	0	WendyNoel72	False	1877	[{'text': 'KaPINK', 'indices': [40, 47]}]	Mon Oct 31 02:10:13 +0000 2011	0
1028	RT @SunbeltGranola: 4 each person who #KaPINK’s their Facebook profile pic, we’ll donate $1 2 the @NBCF! srt Ka-PINKing http://t.co/TIzSyGyR	0	PattyCakes_65	False	4561	[{'text': 'KaPINK', 'indices': [38, 45]}]	Mon Oct 31 01:37:07 +0000 2011	0
1029	RT @SunbeltGranola: For each person who #KaPINK’s their Facebook profile pic, we’ll donate $1 to the @NBCF! St… (cont) http://t.co/aIA6JVqZ	0	WendyNoel72	False	1877	[{'text': 'KaPINK', 'indices': [40, 47]}]	Mon Oct 31 00:38:35 +0000 2011	0
1030	Remember for every new follower in the next 24 hours I will donate $.50 per new follower to breast cancer research. RT so we can raise money	14	Elbrecht16	False	1301	[]	Mon Oct 31 00:36:28 +0000 2011	0
1031	RT @SunbeltGranola #KaPINK your Facebook profile pic! For every person who Ka-PINKs, we’ll donate $1 to the @NBCF. http://t.co/DEq3ASiB	0	kzarr	False	5698	[{'text': 'KaPINK', 'indices': [19, 26]}]	Sun Oct 30 22:59:04 +0000 2011	0
1032	We’ll donate $1 for every photo uploaded to #everydaymoments. Visit http://ow.ly/6c6uy to upload yours!	7	Mastercard	True	475237	[{'text': 'everydaymoments', 'indices': [44, 60]}]	Wed Aug 31 23:52:01 +0000 2011	2
1033	Check out our new Camo Diapers! For every diaper purchased, we will donate a diaper to a military family in need. http://t.co/2HPDF2w #camo	4	Huggiesmom	False	4553	[{'text': 'camo', 'indices': [134, 139]}]	Wed Aug 31 20:29:26 +0000 2011	0
1034	RT @fritziethedoxie: RT @IAMS We will donate 1 bowl of food to @HWAC for every tweet that mentions @Iams & #BlogPaws through Sep-24. Pls RT!	0	rhapsodygirl	False	349	[{'text': 'BlogPaws', 'indices': [107, 116]}]	Wed Aug 31 23:16:53 +0000 2011	0
